file;category;confidence
S4-a- (1352).JPG;animal;0.88
S4-a- (1352).JPG;animal;0.916
S4-a- (1352).JPG;animal;0.93
S4-a- (1353).JPG;animal;0.00668
S4-a- (1353).JPG;animal;0.015
S4-a- (1353).JPG;animal;0.0184
S4-a- (1353).JPG;animal;0.877
S4-a- (1353).JPG;animal;0.919
S4-a- (1353).JPG;animal;0.93
S4-a- (1354).JPG;animal;0.858
S4-a- (1354).JPG;animal;0.884
S4-a- (1354).JPG;animal;0.947
S4-a- (1355).JPG;animal;0.855
S4-a- (1355).JPG;animal;0.901
S4-a- (1355).JPG;animal;0.944
S4-a- (1356).JPG;animal;0.00624
S4-a- (1356).JPG;animal;0.859
S4-a- (1356).JPG;animal;0.887
S4-a- (1356).JPG;animal;0.94
S4-a- (1357).JPG;animal;0.00552
S4-a- (1357).JPG;animal;0.882
S4-a- (1357).JPG;animal;0.932
S4-a- (1357).JPG;animal;0.942
S4-a- (1358).JPG;animal;0.839
S4-a- (1358).JPG;animal;0.911
S4-a- (1358).JPG;animal;0.93
S4-a- (1359).JPG;animal;0.00591
S4-a- (1359).JPG;animal;0.00662
S4-a- (1359).JPG;animal;0.844
S4-a- (1359).JPG;animal;0.933
S4-a- (1359).JPG;animal;0.945
S4-a- (1360).JPG;animal;0.00828
S4-a- (1360).JPG;animal;0.828
S4-a- (1360).JPG;animal;0.921
S4-a- (1361).JPG;animal;0.00631
S4-a- (1361).JPG;animal;0.0695
S4-a- (1361).JPG;animal;0.827
S4-a- (1361).JPG;animal;0.928
S4-a- (1362).JPG;animal;0.018
S4-a- (1362).JPG;animal;0.822
S4-a- (1362).JPG;animal;0.92
S4-a- (1363).JPG;animal;0.0109
S4-a- (1363).JPG;animal;0.808
S4-a- (1363).JPG;animal;0.871
S4-a- (1363).JPG;animal;0.951
S4-a- (1364).JPG;animal;0.774
S4-a- (1364).JPG;animal;0.775
S4-a- (1364).JPG;animal;0.94
S4-a- (1365).JPG;animal;0.769
S4-a- (1365).JPG;animal;0.84
S4-a- (1365).JPG;animal;0.903
S4-a- (1366).JPG;animal;0.0357
S4-a- (1366).JPG;animal;0.94
S4-a- (1366).JPG;animal;0.942
S4-a- (1367).JPG;animal;0.94
S4-a- (1367).JPG;animal;0.943
S4-a- (1368).JPG;animal;0.0198
S4-a- (1368).JPG;animal;0.944
S4-a- (1368).JPG;animal;0.945
S4-a- (1369).JPG;animal;0.0137
S4-a- (1369).JPG;animal;0.0888
S4-a- (1369).JPG;animal;0.937
S4-a- (1369).JPG;animal;0.973
S4-a- (1370).JPG;animal;0.915
S4-a- (1370).JPG;animal;0.968
S4-a- (1371).JPG;animal;0.0081
S4-a- (1371).JPG;animal;0.917
S4-a- (1371).JPG;animal;0.966
S4-a- (1372).JPG;animal;0.0096
S4-a- (1372).JPG;animal;0.824
S4-a- (1372).JPG;animal;0.898
S4-a- (1373).JPG;animal;0.00826
S4-a- (1373).JPG;animal;0.0184
S4-a- (1373).JPG;animal;0.0752
S4-a- (1373).JPG;animal;0.835
S4-a- (1373).JPG;animal;0.882
S4-a- (1374).JPG;animal;0.00547
S4-a- (1374).JPG;animal;0.011
S4-a- (1374).JPG;animal;0.0414
S4-a- (1374).JPG;animal;0.867
S4-a- (1374).JPG;animal;0.87
S4-a- (1375).JPG;animal;0.903
S4-a- (1375).JPG;animal;0.961
S4-a- (1376).JPG;animal;0.903
S4-a- (1376).JPG;animal;0.958
S4-a- (1377).JPG;animal;0.00772
S4-a- (1377).JPG;animal;0.913
S4-a- (1377).JPG;animal;0.961
S4-a- (1378).JPG;animal;0.957
S4-a- (1379).JPG;animal;0.963
S4-a- (1380).JPG;animal;0.00503
S4-a- (1380).JPG;animal;0.962
S4-a- (1381).JPG;animal;0.964
S4-a- (1382).JPG;animal;0.0136
S4-a- (1382).JPG;animal;0.962
S4-a- (1383).JPG;animal;0.958
S4-a- (1384).JPG;animal;0.934
S4-a- (1385).JPG;animal;0.00562
S4-a- (1385).JPG;animal;0.928
S4-a- (1386).JPG;animal;0.932
S4-a- (1387).JPG;animal;0.869
S4-a- (1388).JPG;animal;0.874
S4-a- (1389).JPG;animal;0.884
S4-a- (1390).JPG;animal;0.913
S4-a- (1391).JPG;animal;0.915
S4-a- (1392).JPG;animal;0.932
S4-a- (1393).JPG;animal;0.961
S4-a- (1394).JPG;animal;0.963
S4-a- (1395).JPG;animal;0.00922
S4-a- (1395).JPG;animal;0.965
S4-a- (1396).JPG;animal;0.104
S4-a- (1396).JPG;animal;0.907
S4-a- (1396).JPG;animal;0.977
S4-a- (1397).JPG;animal;0.00574
S4-a- (1397).JPG;animal;0.0105
S4-a- (1397).JPG;animal;0.0384
S4-a- (1397).JPG;animal;0.926
S4-a- (1397).JPG;animal;0.983
S4-a- (1398).JPG;vehicle;0.0186
S4-a- (1398).JPG;animal;0.15
S4-a- (1398).JPG;animal;0.914
S4-a- (1398).JPG;animal;0.985
S4-a- (1399).JPG;animal;0.95
S4-a- (1399).JPG;animal;0.964
S4-a- (1400).JPG;animal;0.0102
S4-a- (1400).JPG;animal;0.938
S4-a- (1400).JPG;animal;0.965
S4-a- (1401).JPG;animal;0.941
S4-a- (1401).JPG;animal;0.968
S4-a- (1402).JPG;animal;0.00699
S4-a- (1402).JPG;animal;0.0266
S4-a- (1402).JPG;animal;0.962
S4-a- (1403).JPG;animal;0.0142
S4-a- (1403).JPG;animal;0.966
S4-a- (1404).JPG;animal;0.967
S4-a- (1405).JPG;animal;0.923
S4-a- (1406).JPG;animal;0.938
S4-a- (1407).JPG;animal;0.942
S4-a- (1408).JPG;animal;0.0115
S4-a- (1408).JPG;animal;0.908
S4-a- (1409).JPG;animal;0.911
S4-a- (1410).JPG;animal;0.00674
S4-a- (1410).JPG;animal;0.943
S4-a- (1412).JPG;animal;0.00638
S4-a- (1413).JPG;animal;0.0139
S4-a- (1414).JPG;animal;0.0149
S4-a- (1414).JPG;animal;0.051
S4-a- (1414).JPG;animal;0.965
S4-a- (1415).JPG;animal;0.973
S4-a- (1416).JPG;animal;0.00604
S4-a- (1416).JPG;animal;0.0147
S4-a- (1416).JPG;animal;0.534
S4-a- (1417).JPG;animal;0.0125
S4-a- (1417).JPG;animal;0.955
S4-a- (1418).JPG;animal;0.00648
S4-a- (1418).JPG;animal;0.952
S4-a- (1419).JPG;animal;0.00825
S4-a- (1419).JPG;animal;0.965
S4-a- (142).JPG;animal;0.00559
S4-a- (1420).JPG;animal;0.00581
S4-a- (1420).JPG;animal;0.948
S4-a- (1421).JPG;animal;0.929
S4-a- (1422).JPG;animal;0.006
S4-a- (1422).JPG;animal;0.954
S4-a- (1423).JPG;animal;0.0226
S4-a- (1423).JPG;animal;0.0342
S4-a- (1423).JPG;animal;0.41
S4-a- (1423).JPG;animal;0.934
S4-a- (1424).JPG;animal;0.00797
S4-a- (1424).JPG;animal;0.021
S4-a- (1424).JPG;animal;0.0229
S4-a- (1424).JPG;animal;0.229
S4-a- (1424).JPG;animal;0.942
S4-a- (1425).JPG;animal;0.0191
S4-a- (1425).JPG;animal;0.0207
S4-a- (1425).JPG;animal;0.0305
S4-a- (1425).JPG;animal;0.0489
S4-a- (1425).JPG;animal;0.932
S4-a- (1426).JPG;animal;0.946
S4-a- (1427).JPG;animal;0.912
S4-a- (1428).JPG;animal;0.891
S4-a- (1432).JPG;animal;0.0273
S4-a- (1433).JPG;animal;0.036
S4-a- (1434).JPG;animal;0.0384
S4-a- (1435).JPG;animal;0.0062
S4-a- (1435).JPG;animal;0.0162
S4-a- (1435).JPG;animal;0.934
S4-a- (1436).JPG;animal;0.0229
S4-a- (1436).JPG;animal;0.0943
S4-a- (1436).JPG;animal;0.943
S4-a- (1437).JPG;animal;0.0132
S4-a- (1437).JPG;animal;0.131
S4-a- (1437).JPG;animal;0.947
S4-a- (1438).JPG;animal;0.923
S4-a- (1439).JPG;animal;0.0108
S4-a- (1439).JPG;animal;0.913
S4-a- (1440).JPG;animal;0.00783
S4-a- (1440).JPG;animal;0.903
S4-a- (1441).JPG;animal;0.029
S4-a- (1441).JPG;animal;0.0426
S4-a- (1441).JPG;animal;0.952
S4-a- (1442).JPG;animal;0.00992
S4-a- (1442).JPG;animal;0.0113
S4-a- (1442).JPG;animal;0.018
S4-a- (1442).JPG;animal;0.204
S4-a- (1443).JPG;animal;0.00505
S4-a- (1443).JPG;animal;0.00818
S4-a- (1443).JPG;animal;0.0418
S4-a- (1443).JPG;animal;0.297
S4-a- (1444).JPG;animal;0.0723
S4-a- (1444).JPG;animal;0.914
S4-a- (1445).JPG;animal;0.00566
S4-a- (1445).JPG;animal;0.0246
S4-a- (1445).JPG;animal;0.896
S4-a- (1446).JPG;animal;0.00527
S4-a- (1446).JPG;animal;0.0392
S4-a- (1446).JPG;animal;0.892
S4-a- (1447).JPG;animal;0.01
S4-a- (1447).JPG;animal;0.974
S4-a- (1448).JPG;animal;0.00551
S4-a- (1448).JPG;animal;0.0117
S4-a- (1448).JPG;animal;0.973
S4-a- (1449).JPG;animal;0.00573
S4-a- (1449).JPG;animal;0.975
S4-a- (1450).JPG;animal;0.00661
S4-a- (1450).JPG;animal;0.0133
S4-a- (1450).JPG;animal;0.0142
S4-a- (1451).JPG;animal;0.0077
S4-a- (1451).JPG;animal;0.0156
S4-a- (1451).JPG;animal;0.0231
S4-a- (1452).JPG;animal;0.0172
S4-a- (1452).JPG;animal;0.02
S4-a- (1452).JPG;animal;0.0295
S4-a- (1453).JPG;animal;0.00681
S4-a- (1453).JPG;animal;0.791
S4-a- (1454).JPG;animal;0.00641
S4-a- (1454).JPG;animal;0.0294
S4-a- (1454).JPG;animal;0.96
S4-a- (1455).JPG;animal;0.014
S4-a- (1455).JPG;animal;0.966
S4-a- (1456).JPG;animal;0.00737
S4-a- (1457).JPG;animal;0.0142
S4-a- (1458).JPG;animal;0.0289
S4-a- (1458).JPG;animal;0.0428
S4-a- (1459).JPG;animal;0.00693
S4-a- (1459).JPG;animal;0.0194
S4-a- (1459).JPG;animal;0.961
S4-a- (1460).JPG;animal;0.00954
S4-a- (1460).JPG;animal;0.0111
S4-a- (1460).JPG;animal;0.962
S4-a- (1461).JPG;animal;0.00556
S4-a- (1461).JPG;animal;0.0063
S4-a- (1461).JPG;animal;0.00713
S4-a- (1461).JPG;animal;0.023
S4-a- (1461).JPG;animal;0.956
S4-a- (1462).JPG;animal;0.949
S4-a- (1463).JPG;animal;0.936
S4-a- (1464).JPG;animal;0.00505
S4-a- (1464).JPG;animal;0.929
S4-a- (1465).JPG;animal;0.00788
S4-a- (1465).JPG;animal;0.943
S4-a- (1466).JPG;animal;0.948
S4-a- (1467).JPG;animal;0.949
S4-a- (1468).JPG;animal;0.00703
S4-a- (1468).JPG;animal;0.953
S4-a- (1469).JPG;animal;0.00575
S4-a- (1469).JPG;animal;0.945
S4-a- (1470).JPG;animal;0.947
S4-a- (1471).JPG;animal;0.73
S4-a- (1472).JPG;animal;0.00616
S4-a- (1472).JPG;animal;0.00717
S4-a- (1472).JPG;animal;0.0111
S4-a- (1472).JPG;animal;0.372
S4-a- (1473).JPG;animal;0.00713
S4-a- (1473).JPG;animal;0.00727
S4-a- (1473).JPG;animal;0.574
S4-a- (1474).JPG;animal;0.963
S4-a- (1475).JPG;animal;0.0162
S4-a- (1475).JPG;animal;0.955
S4-a- (1476).JPG;animal;0.0163
S4-a- (1476).JPG;animal;0.948
S4-a- (1477).JPG;animal;0.00847
S4-a- (1477).JPG;animal;0.0102
S4-a- (1477).JPG;animal;0.0144
S4-a- (1477).JPG;animal;0.049
S4-a- (1477).JPG;animal;0.924
S4-a- (1477).JPG;animal;0.954
S4-a- (1478).JPG;animal;0.00521
S4-a- (1478).JPG;animal;0.00678
S4-a- (1478).JPG;animal;0.0329
S4-a- (1478).JPG;animal;0.953
S4-a- (1478).JPG;animal;0.96
S4-a- (1479).JPG;animal;0.0173
S4-a- (1479).JPG;animal;0.096
S4-a- (1479).JPG;animal;0.94
S4-a- (1479).JPG;animal;0.951
S4-a- (1480).JPG;animal;0.00904
S4-a- (1480).JPG;animal;0.955
S4-a- (1481).JPG;animal;0.955
S4-a- (1482).JPG;animal;0.934
S4-a- (1483).JPG;animal;0.00548
S4-a- (1483).JPG;animal;0.0069
S4-a- (1483).JPG;animal;0.0113
S4-a- (1483).JPG;animal;0.0127
S4-a- (1483).JPG;animal;0.021
S4-a- (1483).JPG;animal;0.0232
S4-a- (1483).JPG;animal;0.0619
S4-a- (1483).JPG;animal;0.231
S4-a- (1483).JPG;animal;0.916
S4-a- (1483).JPG;animal;0.924
S4-a- (1483).JPG;animal;0.927
S4-a- (1484).JPG;animal;0.00571
S4-a- (1484).JPG;animal;0.00628
S4-a- (1484).JPG;animal;0.0567
S4-a- (1484).JPG;animal;0.0993
S4-a- (1484).JPG;animal;0.13
S4-a- (1484).JPG;animal;0.911
S4-a- (1484).JPG;animal;0.915
S4-a- (1484).JPG;animal;0.918
S4-a- (1485).JPG;animal;0.00652
S4-a- (1485).JPG;animal;0.849
S4-a- (1485).JPG;animal;0.896
S4-a- (1485).JPG;animal;0.903
S4-a- (1486).JPG;animal;0.00544
S4-a- (1486).JPG;animal;0.0234
S4-a- (1486).JPG;animal;0.865
S4-a- (1486).JPG;animal;0.879
S4-a- (1486).JPG;animal;0.884
S4-a- (1487).JPG;animal;0.00951
S4-a- (1487).JPG;animal;0.0108
S4-a- (1487).JPG;animal;0.0116
S4-a- (1487).JPG;animal;0.0124
S4-a- (1487).JPG;animal;0.0823
S4-a- (1487).JPG;animal;0.143
S4-a- (1487).JPG;animal;0.859
S4-a- (1487).JPG;animal;0.888
S4-a- (1487).JPG;animal;0.9
S4-a- (1488).JPG;animal;0.016
S4-a- (1488).JPG;animal;0.0499
S4-a- (1488).JPG;animal;0.504
S4-a- (1488).JPG;animal;0.752
S4-a- (1488).JPG;animal;0.848
S4-a- (1488).JPG;animal;0.86
S4-a- (1488).JPG;animal;0.891
S4-a- (1489).JPG;animal;0.00552
S4-a- (1489).JPG;animal;0.00894
S4-a- (1489).JPG;animal;0.0131
S4-a- (1489).JPG;animal;0.0539
S4-a- (1489).JPG;animal;0.701
S4-a- (1489).JPG;animal;0.729
S4-a- (1489).JPG;animal;0.874
S4-a- (1489).JPG;animal;0.958
S4-a- (1490).JPG;animal;0.00558
S4-a- (1490).JPG;animal;0.0112
S4-a- (1490).JPG;animal;0.712
S4-a- (1490).JPG;animal;0.795
S4-a- (1490).JPG;animal;0.884
S4-a- (1490).JPG;animal;0.961
S4-a- (1491).JPG;animal;0.0126
S4-a- (1491).JPG;animal;0.664
S4-a- (1491).JPG;animal;0.735
S4-a- (1491).JPG;animal;0.899
S4-a- (1491).JPG;animal;0.948
S4-a- (1492).JPG;animal;0.00556
S4-a- (1492).JPG;animal;0.00683
S4-a- (1492).JPG;animal;0.0128
S4-a- (1492).JPG;animal;0.116
S4-a- (1492).JPG;animal;0.883
S4-a- (1492).JPG;animal;0.927
S4-a- (1492).JPG;animal;0.948
S4-a- (1493).JPG;animal;0.00825
S4-a- (1493).JPG;animal;0.0137
S4-a- (1493).JPG;animal;0.851
S4-a- (1493).JPG;animal;0.909
S4-a- (1493).JPG;animal;0.931
S4-a- (1494).JPG;animal;0.00526
S4-a- (1494).JPG;animal;0.022
S4-a- (1494).JPG;animal;0.897
S4-a- (1494).JPG;animal;0.943
S4-a- (1494).JPG;animal;0.945
S4-a- (1495).JPG;animal;0.00941
S4-a- (1495).JPG;animal;0.0132
S4-a- (1495).JPG;animal;0.784
S4-a- (1495).JPG;animal;0.937
S4-a- (1496).JPG;animal;0.0231
S4-a- (1496).JPG;animal;0.025
S4-a- (1496).JPG;animal;0.763
S4-a- (1496).JPG;animal;0.949
S4-a- (1497).JPG;animal;0.0305
S4-a- (1497).JPG;animal;0.137
S4-a- (1497).JPG;animal;0.689
S4-a- (1497).JPG;animal;0.933
S4-a- (1498).JPG;animal;0.887
S4-a- (1498).JPG;animal;0.93
S4-a- (1498).JPG;animal;0.95
S4-a- (1499).JPG;animal;0.00522
S4-a- (1499).JPG;animal;0.881
S4-a- (1499).JPG;animal;0.904
S4-a- (1499).JPG;animal;0.951
S4-a- (1500).JPG;animal;0.0114
S4-a- (1500).JPG;animal;0.0386
S4-a- (1500).JPG;animal;0.0477
S4-a- (1500).JPG;animal;0.0959
S4-a- (1500).JPG;animal;0.876
S4-a- (1500).JPG;animal;0.948
S4-a- (1501).JPG;animal;0.843
S4-a- (1501).JPG;animal;0.876
S4-a- (1501).JPG;animal;0.909
S4-a- (1501).JPG;animal;0.951
S4-a- (1502).JPG;animal;0.006
S4-a- (1502).JPG;animal;0.821
S4-a- (1502).JPG;animal;0.851
S4-a- (1502).JPG;animal;0.861
S4-a- (1502).JPG;animal;0.95
S4-a- (1503).JPG;animal;0.838
S4-a- (1503).JPG;animal;0.879
S4-a- (1503).JPG;animal;0.911
S4-a- (1503).JPG;animal;0.964
S4-a- (1504).JPG;animal;0.00554
S4-a- (1504).JPG;animal;0.0163
S4-a- (1504).JPG;animal;0.606
S4-a- (1504).JPG;animal;0.918
S4-a- (1504).JPG;animal;0.971
S4-a- (1505).JPG;animal;0.00577
S4-a- (1505).JPG;animal;0.412
S4-a- (1505).JPG;animal;0.746
S4-a- (1505).JPG;animal;0.911
S4-a- (1505).JPG;animal;0.94
S4-a- (1506).JPG;animal;0.00509
S4-a- (1506).JPG;animal;0.0081
S4-a- (1506).JPG;animal;0.0181
S4-a- (1506).JPG;animal;0.0319
S4-a- (1506).JPG;animal;0.736
S4-a- (1506).JPG;animal;0.75
S4-a- (1506).JPG;animal;0.947
S4-a- (1506).JPG;animal;0.948
S4-a- (1507).JPG;animal;0.00609
S4-a- (1507).JPG;animal;0.00697
S4-a- (1507).JPG;animal;0.0104
S4-a- (1507).JPG;animal;0.057
S4-a- (1507).JPG;animal;0.857
S4-a- (1507).JPG;animal;0.874
S4-a- (1507).JPG;animal;0.966
S4-a- (1507).JPG;animal;0.975
S4-a- (1508).JPG;animal;0.00836
S4-a- (1508).JPG;animal;0.00897
S4-a- (1508).JPG;animal;0.0126
S4-a- (1508).JPG;animal;0.645
S4-a- (1508).JPG;animal;0.917
S4-a- (1508).JPG;animal;0.948
S4-a- (1508).JPG;animal;0.975
S4-a- (1509).JPG;animal;0.152
S4-a- (1509).JPG;animal;0.346
S4-a- (1509).JPG;animal;0.922
S4-a- (1509).JPG;animal;0.952
S4-a- (1509).JPG;animal;0.97
S4-a- (1510).JPG;animal;0.00859
S4-a- (1510).JPG;animal;0.747
S4-a- (1510).JPG;animal;0.882
S4-a- (1510).JPG;animal;0.916
S4-a- (1510).JPG;animal;0.975
S4-a- (1511).JPG;animal;0.699
S4-a- (1511).JPG;animal;0.905
S4-a- (1511).JPG;animal;0.94
S4-a- (1511).JPG;animal;0.976
S4-a- (1512).JPG;animal;0.556
S4-a- (1512).JPG;animal;0.919
S4-a- (1512).JPG;animal;0.941
S4-a- (1512).JPG;animal;0.973
S4-a- (1513).JPG;animal;0.597
S4-a- (1513).JPG;animal;0.87
S4-a- (1513).JPG;animal;0.938
S4-a- (1514).JPG;animal;0.545
S4-a- (1514).JPG;animal;0.89
S4-a- (1514).JPG;animal;0.927
S4-a- (1515).JPG;animal;0.00522
S4-a- (1515).JPG;animal;0.571
S4-a- (1515).JPG;animal;0.898
S4-a- (1515).JPG;animal;0.929
S4-a- (1516).JPG;animal;0.00543
S4-a- (1516).JPG;animal;0.025
S4-a- (1516).JPG;animal;0.0662
S4-a- (1516).JPG;animal;0.959
S4-a- (1517).JPG;animal;0.0086
S4-a- (1517).JPG;animal;0.0277
S4-a- (1517).JPG;animal;0.959
S4-a- (1518).JPG;animal;0.005
S4-a- (1518).JPG;animal;0.96
S4-a- (1519).JPG;animal;0.896
S4-a- (1520).JPG;animal;0.92
S4-a- (1521).JPG;animal;0.87
S4-a- (1522).JPG;animal;0.956
S4-a- (1523).JPG;animal;0.965
S4-a- (1524).JPG;animal;0.968
S4-a- (1525).JPG;animal;0.972
S4-a- (1526).JPG;animal;0.959
S4-a- (1527).JPG;animal;0.936
S4-a- (1528).JPG;animal;0.968
S4-a- (1529).JPG;animal;0.963
S4-a- (1530).JPG;animal;0.0533
S4-a- (1530).JPG;animal;0.977
S4-a- (1531).JPG;animal;0.889
S4-a- (1531).JPG;animal;0.975
S4-a- (1532).JPG;animal;0.864
S4-a- (1532).JPG;animal;0.975
S4-a- (1533).JPG;animal;0.876
S4-a- (1533).JPG;animal;0.976
S4-a- (1534).JPG;animal;0.931
S4-a- (1534).JPG;animal;0.974
S4-a- (1535).JPG;animal;0.954
S4-a- (1535).JPG;animal;0.975
S4-a- (1536).JPG;animal;0.959
S4-a- (1536).JPG;animal;0.971
S4-a- (1537).JPG;animal;0.963
S4-a- (1537).JPG;animal;0.971
S4-a- (1538).JPG;animal;0.0526
S4-a- (1538).JPG;animal;0.969
S4-a- (1538).JPG;animal;0.974
S4-a- (1539).JPG;animal;0.00653
S4-a- (1539).JPG;animal;0.939
S4-a- (1539).JPG;animal;0.979
S4-a- (1540).JPG;animal;0.0105
S4-a- (1540).JPG;animal;0.885
S4-a- (1540).JPG;animal;0.975
S4-a- (1541).JPG;animal;0.907
S4-a- (1541).JPG;animal;0.976
S4-a- (1542).JPG;animal;0.0106
S4-a- (1542).JPG;animal;0.884
S4-a- (1542).JPG;animal;0.975
S4-a- (1543).JPG;animal;0.00555
S4-a- (1543).JPG;animal;0.00856
S4-a- (1543).JPG;animal;0.93
S4-a- (1543).JPG;animal;0.978
S4-a- (1544).JPG;animal;0.0052
S4-a- (1544).JPG;animal;0.0059
S4-a- (1544).JPG;animal;0.924
S4-a- (1544).JPG;animal;0.978
S4-a- (1545).JPG;animal;0.00774
S4-a- (1545).JPG;animal;0.942
S4-a- (1545).JPG;animal;0.982
S4-a- (1546).JPG;animal;0.949
S4-a- (1546).JPG;animal;0.98
S4-a- (1547).JPG;animal;0.953
S4-a- (1547).JPG;animal;0.981
S4-a- (1548).JPG;animal;0.955
S4-a- (1548).JPG;animal;0.982
S4-a- (1549).JPG;animal;0.0106
S4-a- (1549).JPG;animal;0.966
S4-a- (1549).JPG;animal;0.979
S4-a- (1550).JPG;animal;0.0727
S4-a- (1550).JPG;animal;0.963
S4-a- (1550).JPG;animal;0.978
S4-a- (1551).JPG;animal;0.0102
S4-a- (1551).JPG;animal;0.0253
S4-a- (1551).JPG;animal;0.968
S4-a- (1551).JPG;animal;0.977
S4-a- (1552).JPG;animal;0.00538
S4-a- (1552).JPG;animal;0.961
S4-a- (1552).JPG;animal;0.968
S4-a- (1553).JPG;animal;0.0788
S4-a- (1553).JPG;animal;0.943
S4-a- (1553).JPG;animal;0.976
S4-a- (1554).JPG;animal;0.00691
S4-a- (1554).JPG;animal;0.943
S4-a- (1554).JPG;animal;0.977
S4-a- (1555).JPG;animal;0.92
S4-a- (1555).JPG;animal;0.978
S4-a- (1556).JPG;animal;0.848
S4-a- (1556).JPG;animal;0.976
S4-a- (1557).JPG;animal;0.753
S4-a- (1557).JPG;animal;0.972
S4-a- (1558).JPG;animal;0.961
S4-a- (1558).JPG;animal;0.977
S4-a- (1559).JPG;animal;0.962
S4-a- (1559).JPG;animal;0.976
S4-a- (1560).JPG;animal;0.961
S4-a- (1560).JPG;animal;0.977
S4-a- (1561).JPG;animal;0.959
S4-a- (1561).JPG;animal;0.964
S4-a- (1562).JPG;animal;0.958
S4-a- (1562).JPG;animal;0.96
S4-a- (1563).JPG;animal;0.96
S4-a- (1563).JPG;animal;0.963
S4-a- (1564).JPG;animal;0.978
S4-a- (1565).JPG;animal;0.979
S4-a- (1566).JPG;animal;0.979
S4-a- (1567).JPG;animal;0.967
S4-a- (1568).JPG;animal;0.976
S4-a- (1569).JPG;animal;0.973
S4-a- (1570).JPG;animal;0.973
S4-a- (1571).JPG;animal;0.966
S4-a- (1572).JPG;animal;0.965
S4-a- (1573).JPG;animal;0.975
S4-a- (1574).JPG;animal;0.974
S4-a- (1575).JPG;animal;0.972
S4-a- (1576).JPG;animal;0.976
S4-a- (1577).JPG;animal;0.976
S4-a- (1578).JPG;animal;0.975
S4-a- (1579).JPG;animal;0.944
S4-a- (1580).JPG;animal;0.931
S4-a- (1581).JPG;animal;0.938
S4-a- (1582).JPG;animal;0.00676
S4-a- (1582).JPG;animal;0.0866
S4-a- (1582).JPG;animal;0.278
S4-a- (1583).JPG;animal;0.00664
S4-a- (1583).JPG;animal;0.00705
S4-a- (1583).JPG;animal;0.00949
S4-a- (1583).JPG;animal;0.0551
S4-a- (1584).JPG;animal;0.0119
S4-a- (1585).JPG;animal;0.00965
S4-a- (1585).JPG;animal;0.71
S4-a- (1586).JPG;animal;0.0107
S4-a- (1586).JPG;animal;0.728
S4-a- (1587).JPG;animal;0.0356
S4-a- (1587).JPG;animal;0.691
S4-a- (1588).JPG;animal;0.943
S4-a- (1589).JPG;animal;0.938
S4-a- (159).JPG;animal;0.00932
S4-a- (1590).JPG;animal;0.961
S4-a- (1591).JPG;animal;0.972
S4-a- (1592).JPG;animal;0.00703
S4-a- (1592).JPG;animal;0.0116
S4-a- (1592).JPG;animal;0.97
S4-a- (1593).JPG;animal;0.97
S4-a- (1594).JPG;animal;0.973
S4-a- (1595).JPG;animal;0.962
S4-a- (1596).JPG;animal;0.963
S4-a- (1597).JPG;animal;0.953
S4-a- (1598).JPG;animal;0.965
S4-a- (1599).JPG;animal;0.96
S4-a- (1603).JPG;animal;0.0101
S4-a- (1604).JPG;animal;0.00549
S4-a- (1604).JPG;animal;0.00976
S4-a- (1604).JPG;animal;0.0103
S4-a- (1604).JPG;animal;0.285
S4-a- (1605).JPG;animal;0.0154
S4-a- (1606).JPG;animal;0.921
S4-a- (1607).JPG;animal;0.913
S4-a- (1608).JPG;animal;0.00777
S4-a- (1608).JPG;animal;0.916
S4-a- (1609).JPG;animal;0.00603
S4-a- (1609).JPG;animal;0.941
S4-a- (1610).JPG;animal;0.944
S4-a- (1611).JPG;animal;0.941
S4-a- (1612).JPG;animal;0.604
S4-a- (1612).JPG;animal;0.942
S4-a- (1613).JPG;animal;0.00547
S4-a- (1613).JPG;animal;0.00724
S4-a- (1613).JPG;animal;0.71
S4-a- (1613).JPG;animal;0.883
S4-a- (1614).JPG;animal;0.45
S4-a- (1614).JPG;animal;0.928
S4-a- (1615).JPG;animal;0.00538
S4-a- (1615).JPG;animal;0.00973
S4-a- (1615).JPG;animal;0.0159
S4-a- (1615).JPG;animal;0.0159
S4-a- (1615).JPG;animal;0.328
S4-a- (1616).JPG;animal;0.00568
S4-a- (1616).JPG;animal;0.00861
S4-a- (1616).JPG;animal;0.0107
S4-a- (1616).JPG;animal;0.0853
S4-a- (1616).JPG;animal;0.316
S4-a- (1617).JPG;animal;0.0106
S4-a- (1617).JPG;animal;0.11
S4-a- (1617).JPG;animal;0.418
S4-a- (1618).JPG;animal;0.00544
S4-a- (1618).JPG;animal;0.00588
S4-a- (1618).JPG;animal;0.00996
S4-a- (1618).JPG;animal;0.0509
S4-a- (1618).JPG;animal;0.109
S4-a- (1619).JPG;animal;0.0227
S4-a- (1619).JPG;animal;0.0705
S4-a- (1619).JPG;animal;0.0887
S4-a- (1619).JPG;animal;0.16
S4-a- (1619).JPG;animal;0.19
S4-a- (1620).JPG;animal;0.007
S4-a- (1620).JPG;animal;0.00768
S4-a- (1620).JPG;animal;0.00899
S4-a- (1620).JPG;animal;0.0137
S4-a- (1620).JPG;animal;0.0153
S4-a- (1620).JPG;animal;0.0234
S4-a- (1620).JPG;animal;0.236
S4-a- (1620).JPG;animal;0.556
S4-a- (1621).JPG;animal;0.899
S4-a- (1621).JPG;animal;0.915
S4-a- (1621).JPG;animal;0.964
S4-a- (1622).JPG;animal;0.883
